identifier,name,legality,keywords,text,rarity,image,pitch value,life,intellect,attack,defense,cost,stats,id,language,flavour,set,finish,edition,sku,number,set.id,set.name,set.released,set.browseable,set.draftable,set.0
blessing-of-aether-blue,Blessing of Aether,[],"['wizard', 'action', 'aura']","At the start of your turn, destroy Blessing of Aether then if the next card you play this turn has an arcane damage effect, instead it deals that much arcane damage plus 1.",Rare,"https://fabdb2.imgix.net/cards/printings/DYN202-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,1.0,,13193,en,,Promo,Extended Art Rainbow Foil,{},LGS118,118,lgs,Local Game Store Promos,,,,browseable => false
prognosticate-red,Prognosticate,[],"['wizard', 'action']","Deal 3 arcane damage to target hero.

**Surge** - If this deals more than 3 damage, **opt 1**. *(Look at the top card of your deck. You may put it on the bottom.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN203-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,0.0,,12871,en,,Dynasty,Rainbow Foil,{},DYN203-RF,203,dyn,Dynasty,2022-11-11,True,,
prognosticate-red,Prognosticate,[],"['wizard', 'action']","Deal 3 arcane damage to target hero.

**Surge** - If this deals more than 3 damage, **opt 1**. *(Look at the top card of your deck. You may put it on the bottom.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN203-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,0.0,,13111,en,,Dynasty,Regular,{},DYN203,203,dyn,Dynasty,2022-11-11,True,,
prognosticate-yellow,Prognosticate,[],"['wizard', 'action']","Deal 2 arcane damage to target hero.

**Surge** - If this deals more than 2 damage, **opt 1**. *(Look at the top card of your deck. You may put it on the bottom.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN204-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,12872,en,,Dynasty,Rainbow Foil,{},DYN204-RF,204,dyn,Dynasty,2022-11-11,True,,
prognosticate-yellow,Prognosticate,[],"['wizard', 'action']","Deal 2 arcane damage to target hero.

**Surge** - If this deals more than 2 damage, **opt 1**. *(Look at the top card of your deck. You may put it on the bottom.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN204-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,13112,en,,Dynasty,Regular,{},DYN204,204,dyn,Dynasty,2022-11-11,True,,
prognosticate-blue,Prognosticate,[],"['wizard', 'action']","Deal 1 arcane damage to target hero.

**Surge** - If this deals more than 1 damage, **opt 1**. *(Look at the top card of your deck. You may put it on the bottom.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN205-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,0.0,,12873,en,,Dynasty,Rainbow Foil,{},DYN205-RF,205,dyn,Dynasty,2022-11-11,True,,
prognosticate-blue,Prognosticate,[],"['wizard', 'action']","Deal 1 arcane damage to target hero.

**Surge** - If this deals more than 1 damage, **opt 1**. *(Look at the top card of your deck. You may put it on the bottom.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN205-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,0.0,,13113,en,,Dynasty,Regular,{},DYN205,205,dyn,Dynasty,2022-11-11,True,,
sap-red,Sap,[],"['wizard', 'action']","Deal 3 arcane damage to target hero.

**Surge** - If this deals more than 3 damage to a hero, you may remove an energy counter from a permanent they control.",Common,"https://fabdb2.imgix.net/cards/printings/DYN206-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,0.0,,12874,en,,Dynasty,Rainbow Foil,{},DYN206-RF,206,dyn,Dynasty,2022-11-11,True,,
sap-red,Sap,[],"['wizard', 'action']","Deal 3 arcane damage to target hero.

**Surge** - If this deals more than 3 damage to a hero, you may remove an energy counter from a permanent they control.",Common,"https://fabdb2.imgix.net/cards/printings/DYN206-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,0.0,,13114,en,,Dynasty,Regular,{},DYN206,206,dyn,Dynasty,2022-11-11,True,,
sap-red,Sap,[],"['wizard', 'action']","Deal 3 arcane damage to target hero.

**Surge** - If this deals more than 3 damage to a hero, you may remove an energy counter from a permanent they control.",Common,"https://fabdb2.imgix.net/cards/printings/DYN206-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,0.0,,13168,en,,Promo,Extended Art Rainbow Foil,{},FAB115,115,fab,Flesh & Blood Promos,,,,browseable => false
sap-yellow,Sap,[],"['wizard', 'action']","Deal 2 arcane damage to target hero.

**Surge** - If this deals more than 2 damage to a hero, you may remove an energy counter from a permanent they control.",Common,"https://fabdb2.imgix.net/cards/printings/DYN207-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,12875,en,,Dynasty,Rainbow Foil,{},DYN207-RF,207,dyn,Dynasty,2022-11-11,True,,
sap-yellow,Sap,[],"['wizard', 'action']","Deal 2 arcane damage to target hero.

**Surge** - If this deals more than 2 damage to a hero, you may remove an energy counter from a permanent they control.",Common,"https://fabdb2.imgix.net/cards/printings/DYN207-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,13115,en,,Dynasty,Regular,{},DYN207,207,dyn,Dynasty,2022-11-11,True,,
sap-yellow,Sap,[],"['wizard', 'action']","Deal 2 arcane damage to target hero.

**Surge** - If this deals more than 2 damage to a hero, you may remove an energy counter from a permanent they control.",Common,"https://fabdb2.imgix.net/cards/printings/DYN207-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,13169,en,,Promo,Extended Art Rainbow Foil,{},FAB116,116,fab,Flesh & Blood Promos,,,,browseable => false
sap-blue,Sap,[],"['wizard', 'action']","Deal 1 arcane damage to target hero.

**Surge** - If this deals more than 1 damage to a hero, you may remove an energy counter from a permanent they control.",Common,"https://fabdb2.imgix.net/cards/printings/DYN208-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,0.0,,12876,en,,Dynasty,Rainbow Foil,{},DYN208-RF,208,dyn,Dynasty,2022-11-11,True,,
sap-blue,Sap,[],"['wizard', 'action']","Deal 1 arcane damage to target hero.

**Surge** - If this deals more than 1 damage to a hero, you may remove an energy counter from a permanent they control.",Common,"https://fabdb2.imgix.net/cards/printings/DYN208-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,0.0,,13116,en,,Dynasty,Regular,{},DYN208,208,dyn,Dynasty,2022-11-11,True,,
sap-blue,Sap,[],"['wizard', 'action']","Deal 1 arcane damage to target hero.

**Surge** - If this deals more than 1 damage to a hero, you may remove an energy counter from a permanent they control.",Common,"https://fabdb2.imgix.net/cards/printings/DYN208-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,0.0,,13170,en,,Promo,Extended Art Rainbow Foil,{},FAB117,117,fab,Flesh & Blood Promos,,,,browseable => false
tempest-aurora-red,Tempest Aurora,[],"['wizard', 'action']","The next card you play this turn with cost 2 or less and an arcane damage effect, instead deals that much arcane damage plus 1.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN209-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,0.0,,12877,en,,Dynasty,Rainbow Foil,{},DYN209-RF,209,dyn,Dynasty,2022-11-11,True,,
tempest-aurora-red,Tempest Aurora,[],"['wizard', 'action']","The next card you play this turn with cost 2 or less and an arcane damage effect, instead deals that much arcane damage plus 1.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN209-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,0.0,,13117,en,,Dynasty,Regular,{},DYN209,209,dyn,Dynasty,2022-11-11,True,,
tempest-aurora-yellow,Tempest Aurora,[],"['wizard', 'action']","The next card you play this turn with cost 1 or less and an arcane damage effect, instead deals that much arcane damage plus 1.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN210-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,0.0,,12878,en,,Dynasty,Rainbow Foil,{},DYN210-RF,210,dyn,Dynasty,2022-11-11,True,,
tempest-aurora-yellow,Tempest Aurora,[],"['wizard', 'action']","The next card you play this turn with cost 1 or less and an arcane damage effect, instead deals that much arcane damage plus 1.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN210-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,0.0,,13118,en,,Dynasty,Regular,{},DYN210,210,dyn,Dynasty,2022-11-11,True,,
tempest-aurora-blue,Tempest Aurora,[],"['wizard', 'action']","The next card you play this turn with cost 0 and an arcane damage effect, instead deals that much arcane damage plus 1.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN211-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,0.0,,12879,en,,Dynasty,Rainbow Foil,{},DYN211-RF,211,dyn,Dynasty,2022-11-11,True,,
tempest-aurora-blue,Tempest Aurora,[],"['wizard', 'action']","The next card you play this turn with cost 0 and an arcane damage effect, instead deals that much arcane damage plus 1.

**Go again**",Common,"https://fabdb2.imgix.net/cards/printings/DYN211-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,0.0,,13119,en,,Dynasty,Regular,{},DYN211,211,dyn,Dynasty,2022-11-11,True,,
suraya-archangel-of-knowledge,"Suraya, Archangel of Knowledge",[],"['light', 'illusionist', 'angel', 'ally']","**Once per Turn Action** - [2 resource]: **Attack**. Whenever Suraya attacks, you may banish a Light card from your hero's soul. If you do, Suraya deals 1 arcane damage to any target.

Whenever Suraya deals damage, you gain that much [life].

**Ward 4** *(If your hero would be dealt damage, prevent 4 of that damage and destroy Suraya.)*",Legendary,"https://fabdb2.imgix.net/qs4maqYGL62fCmLJYKecOqZb3b7jSqglwb8DZHAE.png?w=400&fit=clip&auto=compress,format",,4.0,,4.0,,,,12640,en,,Dynasty,Cold Foil,{},DYN212-BACK,212,dyn,Dynasty,2022-11-11,True,,
suraya-archangel-of-knowledge,"Suraya, Archangel of Knowledge",[],"['light', 'illusionist', 'angel', 'ally']","**Once per Turn Action** - [2 resource]: **Attack**. Whenever Suraya attacks, you may banish a Light card from your hero's soul. If you do, Suraya deals 1 arcane damage to any target.

Whenever Suraya deals damage, you gain that much [life].

**Ward 4** *(If your hero would be dealt damage, prevent 4 of that damage and destroy Suraya.)*",Legendary,"https://fabdb2.imgix.net/qs4maqYGL62fCmLJYKecOqZb3b7jSqglwb8DZHAE.png?w=400&fit=clip&auto=compress,format",,4.0,,4.0,,,,12664,en,,Dynasty,Cold Foil Marvel,{},DYN212-MVBACK,212,dyn,Dynasty,2022-11-11,True,,
suraya-archangel-of-knowledge,"Suraya, Archangel of Knowledge",[],"['light', 'illusionist', 'angel', 'ally']","**Once per Turn Action** - [2 resource]: **Attack**. Whenever Suraya attacks, you may banish a Light card from your hero's soul. If you do, Suraya deals 1 arcane damage to any target.

Whenever Suraya deals damage, you gain that much [life].

**Ward 4** *(If your hero would be dealt damage, prevent 4 of that damage and destroy Suraya.)*",Legendary,"https://fabdb2.imgix.net/qs4maqYGL62fCmLJYKecOqZb3b7jSqglwb8DZHAE.png?w=400&fit=clip&auto=compress,format",,4.0,,4.0,,,,12881,en,,Dynasty,Rainbow Foil,{},DYN212-BACK,212,dyn,Dynasty,2022-11-11,True,,
invoke-suraya,Invoke Suraya,[],"['light', 'illusionist', 'action', 'invocation']","**Legendary** *(You may only have 1 Invoke Suraya in your deck.)*

**Transform** target Spectral Shield you control into Suraya, Arcane Herald.

**Go again**",Legendary,"https://fabdb2.imgix.net/cards/printings/DYN212-CF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,2.0,,12639,en,"""Enlightened one, illuminate our path with your knowledge, that we may prevail from Dusk till Dawn."" - Prism",Dynasty,Cold Foil,{},DYN212-CF,212,dyn,Dynasty,2022-11-11,True,,
invoke-suraya,Invoke Suraya,[],"['light', 'illusionist', 'action', 'invocation']","**Legendary** *(You may only have 1 Invoke Suraya in your deck.)*

**Transform** target Spectral Shield you control into Suraya, Arcane Herald.

**Go again**",Legendary,"https://fabdb2.imgix.net/cards/printings/DYN212-CF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,2.0,,12663,en,,Dynasty,Cold Foil Marvel,{},DYN212-MV,212,dyn,Dynasty,2022-11-11,True,,
invoke-suraya,Invoke Suraya,[],"['light', 'illusionist', 'action', 'invocation']","**Legendary** *(You may only have 1 Invoke Suraya in your deck.)*

**Transform** target Spectral Shield you control into Suraya, Arcane Herald.

**Go again**",Legendary,"https://fabdb2.imgix.net/cards/printings/DYN212-CF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,2.0,,12880,en,"""Enlightened one, illuminate our path with your knowledge, that we may prevail from Dusk till Dawn."" - Prism",Dynasty,Rainbow Foil,{},DYN212-RF,212,dyn,Dynasty,2022-11-11,True,,
celestial-kimono,Celestial Kimono,[],"['illusionist', 'equipment', 'chest']","Once per turn, when Celestial Kimono or a non-token permanent you control with ward is destroyed, gain [resource].

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Celestial Kimono.)*",Majestic,"https://fabdb2.imgix.net/M7uvI3uK6D1B3Air8rzNshdZBENUPcvDPkl914hS.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12665,en,,Dynasty,Cold Foil Marvel,{},DYN213-MVL,213,dyn,Dynasty,2022-11-11,True,,
celestial-kimono,Celestial Kimono,[],"['illusionist', 'equipment', 'chest']","Once per turn, when Celestial Kimono or a non-token permanent you control with ward is destroyed, gain [resource].

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Celestial Kimono.)*",Majestic,"https://fabdb2.imgix.net/M7uvI3uK6D1B3Air8rzNshdZBENUPcvDPkl914hS.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12882,en,,Dynasty,Rainbow Foil,{},DYN213-RF,213,dyn,Dynasty,2022-11-11,True,,
celestial-kimono,Celestial Kimono,[],"['illusionist', 'equipment', 'chest']","Once per turn, when Celestial Kimono or a non-token permanent you control with ward is destroyed, gain [resource].

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Celestial Kimono.)*",Majestic,"https://fabdb2.imgix.net/M7uvI3uK6D1B3Air8rzNshdZBENUPcvDPkl914hS.png?w=400&fit=clip&auto=compress,format",,,,,,,[],13120,en,,Dynasty,Regular,{},DYN213,213,dyn,Dynasty,2022-11-11,True,,
wave-of-reality,Wave of Reality,[],"['illusionist', 'equipment', 'arms']","When Wave of Reality is destroyed, create a Spectral Shield token.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Wave of Reality.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN214-CF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12641,en,,Dynasty,Cold Foil,{},DYN214-CF,214,dyn,Dynasty,2022-11-11,True,,
wave-of-reality,Wave of Reality,[],"['illusionist', 'equipment', 'arms']","When Wave of Reality is destroyed, create a Spectral Shield token.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Wave of Reality.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN214-CF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],12883,en,,Dynasty,Rainbow Foil,{},DYN214-RF,214,dyn,Dynasty,2022-11-11,True,,
wave-of-reality,Wave of Reality,[],"['illusionist', 'equipment', 'arms']","When Wave of Reality is destroyed, create a Spectral Shield token.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Wave of Reality.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN214-CF.png?w=400&fit=clip&auto=compress,format",,,,,,,[],13121,en,,Dynasty,Regular,{},DYN214,214,dyn,Dynasty,2022-11-11,True,,
phantasmal-symbiosis,Phantasmal Symbiosis,[],"['illusionist', 'action', 'attack']","When this attacks, name a card. Cards with that name are Illusionist until end of turn.

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN215-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,6.0,3.0,1.0,,12884,en,,Dynasty,Rainbow Foil,{},DYN215-RF,215,dyn,Dynasty,2022-11-11,True,,
phantasmal-symbiosis,Phantasmal Symbiosis,[],"['illusionist', 'action', 'attack']","When this attacks, name a card. Cards with that name are Illusionist until end of turn.

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN215-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,6.0,3.0,1.0,,13122,en,,Dynasty,Regular,{},DYN215,215,dyn,Dynasty,2022-11-11,True,,
spectral-procession,Spectral Procession,[],"['illusionist', 'action', 'attack']","Spectral Procession's [attack] is equal to the number of Spectral Shields you control.

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN216-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,0.0,3.0,0.0,,12885,en,,Dynasty,Rainbow Foil,{},DYN216-RF,216,dyn,Dynasty,2022-11-11,True,,
spectral-procession,Spectral Procession,[],"['illusionist', 'action', 'attack']","Spectral Procession's [attack] is equal to the number of Spectral Shields you control.

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN216-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,0.0,3.0,0.0,,13123,en,,Dynasty,Regular,{},DYN216,216,dyn,Dynasty,2022-11-11,True,,
tome-of-aeo,Tome of Aeo,[],"['illusionist', 'action', 'aura']","At the beginning of your action phase, destroy Tome of Aeo then draw a card.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Tome of Aeo.)*",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN217-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,1.0,,12886,en,,Dynasty,Rainbow Foil,{},DYN217-RF,217,dyn,Dynasty,2022-11-11,True,,
tome-of-aeo,Tome of Aeo,[],"['illusionist', 'action', 'aura']","At the beginning of your action phase, destroy Tome of Aeo then draw a card.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Tome of Aeo.)*",Majestic,"https://fabdb2.imgix.net/cards/printings/DYN217-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,1.0,,13124,en,,Dynasty,Regular,{},DYN217,217,dyn,Dynasty,2022-11-11,True,,
blessing-of-spirits-red,Blessing of Spirits,[],"['illusionist', 'action', 'aura']","At the start of your turn, destroy Blessing of Spirits then create 3 Spectral Shield tokens.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Blessing of Spirits.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN218-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,1.0,,12887,en,,Dynasty,Rainbow Foil,{},DYN218-RF,218,dyn,Dynasty,2022-11-11,True,,
blessing-of-spirits-red,Blessing of Spirits,[],"['illusionist', 'action', 'aura']","At the start of your turn, destroy Blessing of Spirits then create 3 Spectral Shield tokens.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Blessing of Spirits.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN218-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,1.0,,13125,en,,Dynasty,Regular,{},DYN218,218,dyn,Dynasty,2022-11-11,True,,
blessing-of-spirits-yellow,Blessing of Spirits,[],"['illusionist', 'action', 'aura']","At the start of your turn, destroy Blessing of Spirits then create 2 Spectral Shield tokens.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Blessing of Spirits.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN219-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,1.0,,12888,en,,Dynasty,Rainbow Foil,{},DYN219-RF,219,dyn,Dynasty,2022-11-11,True,,
blessing-of-spirits-yellow,Blessing of Spirits,[],"['illusionist', 'action', 'aura']","At the start of your turn, destroy Blessing of Spirits then create 2 Spectral Shield tokens.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Blessing of Spirits.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN219-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,1.0,,13126,en,,Dynasty,Regular,{},DYN219,219,dyn,Dynasty,2022-11-11,True,,
blessing-of-spirits-blue,Blessing of Spirits,[],"['illusionist', 'action', 'aura']","At the start of your turn, destroy Blessing of Spirits then create a Spectral Shield token.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Blessing of Spirits.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN220-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,1.0,,12889,en,,Dynasty,Rainbow Foil,{},DYN220-RF,220,dyn,Dynasty,2022-11-11,True,,
blessing-of-spirits-blue,Blessing of Spirits,[],"['illusionist', 'action', 'aura']","At the start of your turn, destroy Blessing of Spirits then create a Spectral Shield token.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Blessing of Spirits.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN220-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,1.0,,13127,en,,Dynasty,Regular,{},DYN220,220,dyn,Dynasty,2022-11-11,True,,
tranquil-passing-red,Tranquil Passing,[],"['illusionist', 'action', 'aura']","When Tranquil Passing enters the arena, you may banish target aura token or aura permanent with cost 3 or less controlled by an opponent until Tranquil Passing leaves the arena.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Tranquil Passing.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN221-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,1.0,,12890,en,,Dynasty,Rainbow Foil,{},DYN221-RF,221,dyn,Dynasty,2022-11-11,True,,
tranquil-passing-red,Tranquil Passing,[],"['illusionist', 'action', 'aura']","When Tranquil Passing enters the arena, you may banish target aura token or aura permanent with cost 3 or less controlled by an opponent until Tranquil Passing leaves the arena.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Tranquil Passing.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN221-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,2.0,1.0,,13128,en,,Dynasty,Regular,{},DYN221,221,dyn,Dynasty,2022-11-11,True,,
tranquil-passing-yellow,Tranquil Passing,[],"['illusionist', 'action', 'aura']","When Tranquil Passing enters the arena, you may banish target aura token or aura permanent with cost 2 or less controlled by an opponent until Tranquil Passing leaves the arena.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Tranquil Passing.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN222-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,1.0,,12891,en,,Dynasty,Rainbow Foil,{},DYN222-RF,222,dyn,Dynasty,2022-11-11,True,,
tranquil-passing-yellow,Tranquil Passing,[],"['illusionist', 'action', 'aura']","When Tranquil Passing enters the arena, you may banish target aura token or aura permanent with cost 2 or less controlled by an opponent until Tranquil Passing leaves the arena.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Tranquil Passing.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN222-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,2.0,1.0,,13129,en,,Dynasty,Regular,{},DYN222,222,dyn,Dynasty,2022-11-11,True,,
tranquil-passing-blue,Tranquil Passing,[],"['illusionist', 'action', 'aura']","When Tranquil Passing enters the arena, you may banish target aura token or aura permanent with cost 1 or less controlled by an opponent until Tranquil Passing leaves the arena.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Tranquil Passing.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN223-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,1.0,,12892,en,,Dynasty,Rainbow Foil,{},DYN223-RF,223,dyn,Dynasty,2022-11-11,True,,
tranquil-passing-blue,Tranquil Passing,[],"['illusionist', 'action', 'aura']","When Tranquil Passing enters the arena, you may banish target aura token or aura permanent with cost 1 or less controlled by an opponent until Tranquil Passing leaves the arena.

**Ward 1** *(If your hero would be dealt damage, prevent 1 of that damage and destroy Tranquil Passing.)*",Rare,"https://fabdb2.imgix.net/cards/printings/DYN223-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,2.0,1.0,,13130,en,,Dynasty,Regular,{},DYN223,223,dyn,Dynasty,2022-11-11,True,,
spectral-prowler-red,Spectral Prowler,[],"['illusionist', 'action', 'attack']","When you play Spectral Prowler, if you control a Spectral Shield, this gains **go again**.

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN224-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,4.0,3.0,0.0,,12893,en,,Dynasty,Rainbow Foil,{},DYN224-RF,224,dyn,Dynasty,2022-11-11,True,,
spectral-prowler-red,Spectral Prowler,[],"['illusionist', 'action', 'attack']","When you play Spectral Prowler, if you control a Spectral Shield, this gains **go again**.

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN224-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,4.0,3.0,0.0,,13131,en,,Dynasty,Regular,{},DYN224,224,dyn,Dynasty,2022-11-11,True,,
spectral-prowler-yellow,Spectral Prowler,[],"['illusionist', 'action', 'attack']","When you play Spectral Prowler, if you control a Spectral Shield, this gains **go again**.

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN225-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,0.0,,12894,en,,Dynasty,Rainbow Foil,{},DYN225-RF,225,dyn,Dynasty,2022-11-11,True,,
spectral-prowler-yellow,Spectral Prowler,[],"['illusionist', 'action', 'attack']","When you play Spectral Prowler, if you control a Spectral Shield, this gains **go again**.

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN225-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,3.0,3.0,0.0,,13132,en,,Dynasty,Regular,{},DYN225,225,dyn,Dynasty,2022-11-11,True,,
spectral-prowler-blue,Spectral Prowler,[],"['illusionist', 'action', 'attack']","When you play Spectral Prowler, if you control a Spectral Shield, this gains **go again**.

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN226-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,2.0,3.0,0.0,,12895,en,,Dynasty,Rainbow Foil,{},DYN226-RF,226,dyn,Dynasty,2022-11-11,True,,
spectral-prowler-blue,Spectral Prowler,[],"['illusionist', 'action', 'attack']","When you play Spectral Prowler, if you control a Spectral Shield, this gains **go again**.

**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more [attack], destroy this and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/DYN226-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,2.0,3.0,0.0,,13133,en,,Dynasty,Regular,{},DYN226,226,dyn,Dynasty,2022-11-11,True,,
